"k_hat","r_hat","m"
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
8,8,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
10,10,10
7,7,10
0,0,10
7,7,10
0,0,10
0,0,10
5,5,10
0,0,10
9,9,10
0,0,10
0,0,10
0,0,10
6,6,10
5,5,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
10,10,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
6,6,10
6,6,10
6,6,10
0,0,10
0,0,10
5,5,10
0,0,10
6,6,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
8,8,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
10,10,10
10,10,10
0,0,10
0,0,10
10,10,10
0,0,10
5,5,10
0,0,10
0,0,10
8,8,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
8,8,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
41,35,100
42,36,100
33,29,100
0,0,100
55,47,100
12,11,100
0,0,100
21,19,100
35,30,100
67,57,100
17,15,100
6,6,100
0,0,100
7,7,100
14,13,100
0,0,100
26,23,100
0,0,100
48,41,100
12,11,100
41,35,100
30,26,100
15,14,100
0,0,100
24,21,100
12,11,100
24,21,100
0,0,100
45,39,100
0,0,100
32,28,100
23,20,100
17,15,100
0,0,100
31,27,100
60,51,100
36,31,100
66,56,100
7,7,100
31,27,100
30,26,100
90,76,100
13,12,100
30,26,100
49,42,100
49,42,100
100,86,100
100,86,100
47,40,100
15,14,100
37,32,100
0,0,100
36,31,100
43,37,100
17,15,100
48,41,100
6,6,100
49,42,100
84,71,100
0,0,100
0,0,100
35,30,100
0,0,100
53,45,100
26,23,100
0,0,100
42,36,100
30,26,100
43,37,100
43,37,100
66,56,100
48,41,100
17,15,100
91,77,100
0,0,100
12,11,100
17,15,100
0,0,100
55,47,100
0,0,100
33,29,100
39,34,100
23,20,100
17,15,100
43,37,100
35,30,100
66,56,100
0,0,100
12,11,100
26,23,100
59,50,100
0,0,100
13,12,100
0,0,100
23,20,100
100,86,100
23,20,100
41,35,100
0,0,100
0,0,100
359,300,1000
377,315,1000
407,340,1000
302,253,1000
128,108,1000
258,216,1000
323,270,1000
402,336,1000
432,361,1000
209,175,1000
156,131,1000
299,250,1000
