"k_hat","r_hat","m"
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
7,7,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
9,9,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
8,8,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
16,15,100
8,8,100
0,0,100
0,0,100
0,0,100
7,7,100
0,0,100
0,0,100
39,35,100
15,14,100
0,0,100
0,0,100
0,0,100
16,15,100
0,0,100
17,16,100
17,16,100
0,0,100
0,0,100
10,10,100
0,0,100
0,0,100
30,27,100
0,0,100
0,0,100
16,15,100
0,0,100
0,0,100
0,0,100
0,0,100
8,8,100
0,0,100
0,0,100
23,21,100
0,0,100
0,0,100
9,9,100
0,0,100
0,0,100
0,0,100
26,24,100
0,0,100
0,0,100
22,20,100
0,0,100
0,0,100
0,0,100
0,0,100
16,15,100
10,10,100
0,0,100
9,9,100
20,19,100
10,10,100
0,0,100
0,0,100
0,0,100
0,0,100
40,36,100
0,0,100
0,0,100
0,0,100
7,7,100
15,14,100
0,0,100
0,0,100
7,7,100
0,0,100
15,14,100
0,0,100
42,38,100
16,15,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
8,8,100
9,9,100
12,12,100
15,14,100
0,0,100
25,23,100
0,0,100
0,0,100
0,0,100
7,7,100
8,8,100
7,7,100
0,0,100
7,7,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
31,28,100
16,15,100
12,12,100
24,22,100
36,33,1000
15,14,1000
27,25,1000
78,69,1000
9,9,1000
0,0,1000
0,0,1000
0,0,1000
15,14,1000
0,0,1000
32,29,1000
0,0,1000
