"k_hat","r_hat","m"
9,9,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
6,6,10
5,5,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
8,8,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
9,9,10
6,6,10
0,0,10
0,0,10
7,7,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,100
0,0,100
41,35,100
0,0,100
11,10,100
5,5,100
7,7,100
0,0,100
5,5,100
0,0,100
23,20,100
24,21,100
0,0,100
14,13,100
23,20,100
12,11,100
0,0,100
0,0,100
0,0,100
41,35,100
11,10,100
7,7,100
15,14,100
24,21,100
23,20,100
18,16,100
0,0,100
17,15,100
29,25,100
0,0,100
0,0,100
0,0,100
24,21,100
0,0,100
30,26,100
13,12,100
0,0,100
5,5,100
55,47,100
0,0,100
0,0,100
25,22,100
0,0,100
0,0,100
0,0,100
12,11,100
5,5,100
7,7,100
0,0,100
0,0,100
5,5,100
0,0,100
6,6,100
7,7,100
41,35,100
11,10,100
23,20,100
0,0,100
0,0,100
12,11,100
48,41,100
0,0,100
23,20,100
0,0,100
0,0,100
6,6,100
5,5,100
11,10,100
17,15,100
0,0,100
0,0,100
71,60,100
35,30,100
0,0,100
12,11,100
7,7,100
17,15,100
7,7,100
8,8,100
0,0,100
20,18,100
0,0,100
24,21,100
8,8,100
25,22,100
12,11,100
0,0,100
19,17,100
0,0,100
26,23,100
0,0,100
13,12,100
0,0,100
7,7,100
5,5,100
18,16,100
0,0,100
0,0,100
6,6,100
23,20,100
38,33,1000
48,41,1000
98,83,1000
157,132,1000
43,37,1000
0,0,1000
78,66,1000
55,47,1000
48,41,1000
65,55,1000
92,78,1000
66,56,1000
0,0,1000
101,85,1000
0,0,1000
13,12,1000
0,0,1000
67,57,1000
38,33,1000
86,73,1000
30,26,1000
60,51,1000
134,113,1000
60,51,1000
83,70,1000
51,44,1000
71,60,1000
119,100,1000
0,0,1000
116,98,1000
35,30,1000
119,100,1000
35,30,1000
113,95,1000
51,44,1000
57,49,1000
125,105,1000
59,50,1000
21,19,1000
75,64,1000
79,67,1000
48,41,1000
50,43,1000
72,61,1000
89,75,1000
24,21,1000
31,27,1000
48,41,1000
83,70,1000
132,111,1000
0,0,1000
49,42,1000
108,91,1000
59,50,1000
42,36,1000
54,46,1000
143,120,1000
30,26,1000
84,71,1000
71,60,1000
56,48,1000
83,70,1000
89,75,1000
42,36,1000
35,30,1000
53,45,1000
43,37,1000
59,50,1000
59,50,1000
89,75,1000
7,7,1000
123,104,1000
101,85,1000
73,62,1000
38,33,1000
0,0,1000
115,97,1000
115,97,1000
5,5,1000
48,41,1000
95,80,1000
60,51,1000
96,81,1000
65,55,1000
44,38,1000
67,57,1000
102,86,1000
61,52,1000
77,65,1000
74,63,1000
35,30,1000
35,30,1000
29,25,1000
96,81,1000
5,5,1000
68,58,1000
25,22,1000
90,76,1000
78,66,1000
0,0,1000
379,317,10000
331,277,10000
390,326,10000
236,198,10000
301,252,10000
248,208,10000
315,264,10000
294,246,10000
343,287,10000
337,282,10000
264,221,10000
330,276,10000
349,292,10000
319,267,10000
336,281,10000
284,238,10000
36,31,10000
264,221,10000
314,263,10000
31,27,10000
360,301,10000
102,86,10000
287,240,10000
125,105,10000
117,99,10000
278,233,10000
360,301,10000
354,296,10000
257,215,10000
338,283,10000
263,220,10000
135,114,10000
341,285,10000
413,345,10000
509,425,10000
407,340,10000
348,291,10000
91,77,10000
375,314,10000
294,246,10000
429,359,10000
241,202,10000
410,343,10000
342,286,10000
417,349,10000
245,205,10000
449,375,10000
197,165,10000
239,200,10000
96,81,10000
331,277,10000
209,175,10000
234,196,10000
282,236,10000
222,186,10000
336,281,10000
407,340,10000
326,273,10000
314,263,10000
259,217,10000
397,332,10000
450,376,10000
72,61,10000
323,270,10000
264,221,10000
139,117,10000
319,267,10000
289,242,10000
371,310,10000
437,365,10000
302,253,10000
215,180,10000
247,207,10000
324,271,10000
359,300,10000
240,201,10000
366,306,10000
347,290,10000
467,390,10000
299,250,10000
287,240,10000
431,360,10000
145,122,10000
259,217,10000
278,233,10000
191,160,10000
399,334,10000
121,102,10000
306,256,10000
271,227,10000
563,470,10000
300,251,10000
223,187,10000
348,291,10000
60,51,10000
269,225,10000
263,220,10000
32,28,10000
305,255,10000
294,246,10000
9,9,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
6,6,10
5,5,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
8,8,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
9,9,10
6,6,10
0,0,10
0,0,10
7,7,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,100
0,0,100
41,35,100
0,0,100
11,10,100
5,5,100
7,7,100
0,0,100
5,5,100
0,0,100
23,20,100
24,21,100
0,0,100
14,13,100
23,20,100
12,11,100
0,0,100
0,0,100
0,0,100
41,35,100
11,10,100
7,7,100
15,14,100
24,21,100
