"k_hat","r_hat","m"
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
24,22,100
10,10,100
7,7,100
35,32,100
18,17,100
19,18,100
0,0,100
32,29,100
0,0,100
0,0,100
9,9,100
38,34,100
16,15,100
40,36,100
0,0,100
8,8,100
8,8,100
0,0,100
53,47,100
0,0,100
0,0,100
47,42,100
34,31,100
54,48,100
23,21,100
0,0,100
0,0,100
64,57,100
30,27,100
32,29,100
7,7,100
16,15,100
38,34,100
0,0,100
0,0,100
0,0,100
31,28,100
11,11,100
0,0,100
7,7,100
0,0,100
0,0,100
0,0,100
17,16,100
41,37,100
0,0,100
15,14,100
39,35,100
62,55,100
0,0,100
0,0,100
0,0,100
15,14,100
17,16,100
63,56,100
0,0,100
17,16,100
33,30,100
0,0,100
0,0,100
26,24,100
38,34,100
35,32,100
8,8,100
22,20,100
17,16,100
0,0,100
0,0,100
9,9,100
0,0,100
0,0,100
0,0,100
7,7,100
0,0,100
0,0,100
28,26,100
24,22,100
46,41,100
0,0,100
31,28,100
0,0,100
7,7,100
0,0,100
0,0,100
42,38,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
17,16,100
0,0,100
0,0,100
12,12,100
11,11,100
0,0,100
0,0,100
31,28,100
0,0,100
0,0,100
0,0,1000
110,97,1000
157,138,1000
364,318,1000
156,137,1000
130,114,1000
163,143,1000
38,34,1000
295,258,1000
138,121,1000
417,364,1000
46,41,1000
