"k_hat","r_hat","m"
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,100
0,0,100
0,0,100
10,10,100
0,0,100
0,0,100
12,12,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
21,20,100
0,0,100
12,12,100
0,0,100
0,0,100
0,0,100
12,12,100
0,0,100
12,12,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
21,20,100
24,23,100
26,25,100
0,0,100
0,0,100
23,22,100
10,10,100
0,0,100
14,14,100
24,23,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
35,33,100
0,0,100
34,32,100
0,0,100
12,12,100
0,0,100
0,0,100
27,26,100
0,0,100
0,0,100
35,33,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
12,12,100
0,0,100
0,0,100
14,14,100
15,15,100
0,0,100
0,0,100
30,29,100
12,12,100
0,0,100
16,16,100
0,0,100
10,10,100
21,20,100
10,10,100
23,22,100
0,0,100
0,0,100
0,0,100
0,0,100
37,35,100
12,12,100
0,0,100
0,0,100
0,0,100
0,0,100
18,18,100
23,22,100
10,10,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
170,156,1000
24,23,1000
0,0,1000
0,0,1000
24,23,1000
37,35,1000
82,76,1000
0,0,1000
0,0,1000
145,133,1000
0,0,1000
0,0,1000
