"k_hat","m"
2,10
4,10
3,10
3,10
2,10
4,10
1,10
0,10
3,10
2,10
4,10
3,10
3,10
6,10
3,10
4,10
4,10
0,10
3,10
2,10
3,10
4,10
3,10
1,10
0,10
0,10
1,10
6,10
4,10
2,10
2,10
3,10
2,10
0,10
6,10
4,10
0,10
0,10
3,10
9,10
4,10
2,10
5,10
6,10
0,10
2,10
1,10
2,10
5,10
4,10
3,10
2,10
4,10
6,10
1,10
2,10
5,10
3,10
4,10
6,10
2,10
0,10
1,10
3,10
6,10
2,10
4,10
1,10
6,10
0,10
0,10
5,10
1,10
0,10
6,10
4,10
3,10
0,10
2,10
1,10
1,10
3,10
4,10
3,10
4,10
0,10
0,10
4,10
2,10
1,10
1,10
1,10
5,10
0,10
5,10
1,10
4,10
1,10
2,10
2,10
2,10
5,10
1,10
3,10
3,10
5,10
5,10
7,10
3,10
4,10
3,10
2,10
0,10
4,10
2,10
0,10
2,10
1,10
4,10
5,10
2,10
3,10
0,10
2,10
3,10
4,10
3,10
7,10
3,10
2,10
0,10
6,10
2,10
4,10
0,10
0,10
3,10
1,10
0,10
1,10
3,10
1,10
2,10
1,10
0,10
1,10
3,10
0,10
2,10
1,10
2,10
0,10
2,10
6,10
3,10
4,10
2,10
2,10
3,10
4,10
4,10
6,10
1,10
4,10
2,10
3,10
1,10
6,10
5,10
1,10
1,10
1,10
7,10
5,10
2,10
2,10
4,10
5,10
1,10
4,10
5,10
5,10
3,10
2,10
3,10
1,10
1,10
1,10
6,10
1,10
5,10
2,10
1,10
3,10
2,10
1,10
1,10
4,10
2,10
2,10
3,10
4,10
0,10
2,10
5,10
1,10
4,10
6,10
1,10
7,10
4,10
4,10
2,10
2,10
7,10
0,10
4,10
3,10
2,10
2,10
5,10
4,10
4,10
2,10
2,10
1,10
4,10
1,10
2,10
4,10
6,10
3,10
1,10
2,10
0,10
7,10
3,10
4,10
2,10
3,10
0,10
1,10
2,10
3,10
1,10
0,10
3,10
1,10
0,10
4,10
2,10
1,10
3,10
4,10
2,10
0,10
4,10
2,10
4,10
6,10
3,10
2,10
5,10
4,10
1,10
5,10
4,10
4,10
1,10
5,10
7,10
4,10
2,10
4,10
5,10
0,10
3,10
1,10
5,10
2,10
0,10
2,10
5,10
3,10
6,10
4,10
3,10
1,10
5,10
4,10
2,10
3,10
0,10
7,10
1,10
6,10
0,10
6,10
3,10
1,10
1,10
0,10
2,10
6,10
3,10
1,10
4,10
2,10
0,10
4,10
2,10
5,10
3,10
8,10
1,10
1,10
4,10
0,10
2,10
2,10
2,10
3,10
3,10
5,10
5,10
1,10
4,10
4,10
3,10
3,10
3,10
3,10
6,10
4,10
6,10
6,10
0,10
1,10
3,10
0,10
6,10
3,10
0,10
2,10
1,10
0,10
3,10
1,10
3,10
5,10
3,10
0,10
3,10
3,10
5,10
0,10
0,10
4,10
4,10
3,10
2,10
1,10
0,10
6,10
2,10
3,10
3,10
1,10
5,10
0,10
1,10
2,10
4,10
2,10
3,10
0,10
3,10
2,10
4,10
7,10
0,10
6,10
1,10
6,10
3,10
2,10
4,10
5,10
2,10
5,10
3,10
3,10
1,10
2,10
5,10
1,10
1,10
0,10
3,10
0,10
3,10
3,10
3,10
3,10
0,10
2,10
3,10
4,10
0,10
3,10
5,10
1,10
2,10
2,10
3,10
2,10
1,10
2,10
2,10
4,10
3,10
5,10
2,10
0,10
2,10
4,10
3,10
3,10
3,10
3,10
2,10
6,10
1,10
1,10
3,10
7,10
3,10
3,10
1,10
4,10
1,10
2,10
4,10
3,10
6,10
2,10
7,10
9,10
4,10
3,10
1,10
3,10
2,10
2,10
3,10
2,10
3,10
5,10
0,10
1,10
4,10
5,10
4,10
3,10
4,10
3,10
3,10
1,10
3,10
0,10
5,10
0,10
2,10
0,10
0,10
2,10
4,10
2,10
1,10
1,10
4,10
1,10
4,10
3,10
2,10
3,10
2,10
1,10
2,10
7,10
5,10
6,10
4,10
1,10
3,10
3,10
3,10
3,10
1,10
7,10
4,10
3,10
6,10
2,10
3,10
3,10
0,10
4,10
3,10
5,10
4,10
2,10
3,10
2,10
5,10
5,10
7,10
2,10
4,10
4,10
1,10
3,10
2,10
4,10
2,10
1,10
3,10
3,10
0,10
3,10
2,10
0,10
0,10
4,10
4,10
5,10
0,10
5,10
4,10
2,10
4,10
1,10
2,10
2,10
3,10
4,10
1,10
3,10
2,10
3,10
0,10
2,10
4,10
5,10
4,10
1,10
3,10
0,10
2,10
2,10
3,10
4,10
6,10
4,10
3,10
4,10
5,10
3,10
0,10
4,10
4,10
0,10
3,10
2,10
4,10
3,10
1,10
3,10
4,10
4,10
2,10
4,10
2,10
2,10
3,10
3,10
2,10
0,10
2,10
0,10
0,10
8,10
5,10
6,10
5,10
3,10
1,10
2,10
2,10
0,10
4,10
5,10
6,10
0,10
2,10
1,10
2,10
3,10
6,10
2,10
3,10
3,10
4,10
3,10
4,10
2,10
3,10
4,10
1,10
1,10
1,10
3,10
2,10
2,10
3,10
5,10
4,10
3,10
2,10
6,10
1,10
1,10
2,10
0,10
3,10
0,10
0,10
4,10
2,10
1,10
7,10
0,10
0,10
0,10
0,10
1,10
6,10
7,10
4,10
0,10
1,10
6,10
7,10
4,10
3,10
9,10
2,10
0,10
6,10
3,10
3,10
0,10
4,10
4,10
2,10
5,10
5,10
0,10
0,10
1,10
3,10
3,10
5,10
2,10
2,10
4,10
1,10
4,10
1,10
4,10
6,10
3,10
6,10
5,10
5,10
0,10
3,10
4,10
3,10
3,10
2,10
2,10
5,10
0,10
5,10
2,10
1,10
1,10
3,10
2,10
6,10
3,10
3,10
2,10
4,10
4,10
5,10
0,10
3,10
1,10
0,10
4,10
0,10
0,10
4,10
3,10
4,10
3,10
0,10
2,10
1,10
4,10
2,10
5,10
6,10
1,10
2,10
3,10
7,10
0,10
0,10
2,10
5,10
3,10
3,10
3,10
4,10
2,10
3,10
1,10
4,10
0,10
5,10
1,10
0,10
3,10
4,10
2,10
2,10
2,10
4,10
5,10
4,10
2,10
0,10
3,10
3,10
5,10
1,10
3,10
3,10
1,10
3,10
3,10
3,10
3,10
3,10
4,10
2,10
2,10
4,10
2,10
2,10
4,10
4,10
1,10
1,10
1,10
0,10
1,10
7,10
2,10
3,10
1,10
1,10
1,10
1,10
5,10
4,10
6,10
0,10
2,10
2,10
1,10
3,10
1,10
5,10
6,10
2,10
2,10
4,10
3,10
1,10
0,10
1,10
5,10
6,10
0,10
1,10
4,10
2,10
1,10
1,10
4,10
2,10
3,10
3,10
4,10
2,10
3,10
4,10
2,10
1,10
1,10
0,10
3,10
4,10
1,10
0,10
2,10
2,10
2,10
4,10
6,10
2,10
0,10
3,10
2,10
5,10
4,10
3,10
2,10
1,10
0,10
0,10
0,10
4,10
1,10
2,10
2,10
2,10
0,10
5,10
3,10
1,10
3,10
1,10
5,10
6,10
0,10
0,10
4,10
1,10
0,10
3,10
3,10
6,10
5,10
2,10
5,10
2,10
5,10
0,10
1,10
0,10
0,10
0,10
2,10
4,10
6,10
3,10
3,10
0,10
5,10
2,10
3,10
4,10
6,10
4,10
2,10
3,10
3,10
5,10
1,10
2,10
3,10
1,10
3,10
4,10
2,10
0,10
3,10
3,10
3,10
3,10
0,10
4,10
4,10
5,10
1,10
0,10
1,10
4,10
2,10
1,10
0,10
1,10
2,10
3,10
3,10
1,10
3,10
0,10
5,10
1,10
3,10
3,10
4,10
3,10
6,10
8,10
2,10
3,10
2,10
2,10
6,10
1,10
4,10
2,10
5,10
0,10
4,10
3,10
6,10
3,10
5,10
4,10
1,10
2,10
0,10
0,10
3,10
2,10
3,10
2,10
2,10
3,10
3,10
2,10
0,10
0,10
5,10
5,10
3,10
2,10
4,10
2,10
1,10
3,10
5,10
6,10
5,10
4,10
1,10
5,10
3,10
1,10
4,10
1,10
3,10
5,10
3,10
0,10
3,10
3,10
3,10
3,10
0,10
0,10
2,10
3,10
3,10
4,10
2,10
3,10
4,10
3,10
5,10
3,10
0,10
17,100
14,100
12,100
22,100
19,100
20,100
4,100
22,100
7,100
21,100
26,100
23,100
14,100
22,100
10,100
15,100
17,100
24,100
18,100
10,100
20,100
13,100
16,100
15,100
17,100
13,100
27,100
20,100
9,100
13,100
