"KR","KR_U","Freedman"
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
0.898754783901988,1,1
0.65370920476083,1,1
0.539910904535483,0.993523600611364,1
0.475532922331508,0.994818880489091,1
0.434748958952888,0.74155269622497,0.907703608504813
0.406931817740976,0.671921107950304,0.838762274951867
0.386943990255747,0.620623856390073,0.785321356197056
0.372014109115034,0.581378405449806,0.790367730148894
0.360522899095933,0.550461337124427,0.805019500496215
0.35146476458591,0.52552951601297,0.806585605216469
0.344184410955426,0.505036841619273,0.801461880163596
0.338237818953078,0.487923149692378,0.792840146552378
0.33331424830783,0.473437973374154,0.78242734531853
0.33331424830783,0.473437973374154,0.78242734531853
0.338117137879168,0.470487033824752,0.790571517458532
0.331302351449235,0.456240338092408,0.771295517446605
0.326672450593167,0.445134135251638,0.756034700395892
0.323128426407618,0.475960016626547,0.742576980080025
0.320265402561785,0.427901338928061,0.730232170752038
0.320265402561785,0.427901338928061,0.730232170752038
0.324681286225866,0.428135715654352,0.730920111569924
0.324681286225866,0.428135715654352,0.730920111569924
0.324681286225866,0.428135715654352,0.730920111569924
0.329597514223793,0.429322782095881,0.73174150127463
0.323780762636669,0.419511539398148,0.714072510596929
0.319977722842383,0.412149950791155,0.700204487585704
0.317166786757183,0.406116681219554,0.688304725194983
0.314955918388793,0.400963310038334,0.677668909969979
0.313151375565193,0.396456491865111,0.667949157948853
0.313151375565193,0.396456491865111,0.667949157948853
0.316687226376458,0.397796150543246,0.666722008817183
0.313671763187497,0.419303430880987,0.655567747596789
0.311693599578278,0.388198622118373,0.64627680388299
0.310201128600876,0.384678734595443,0.637965222128897
0.308999796298609,0.381592235001141,0.630314274782057
0.308999796298609,0.381592235001141,0.630314274782057
0.312382978348731,0.38347301880876,0.629472547154715
0.31006785570831,0.379423802412323,0.620597991279552
0.308586555072221,0.37635140241929,0.613134190646483
0.307485070269584,0.373767080579239,0.606404943944414
0.306605824642301,0.371496839785248,0.600169227950171
0.305875805219603,0.369456989348131,0.594311044770582
0.305254774489399,0.367599212133039,0.588763292266066
0.304717843609968,0.365892027674681,0.583482042960885
0.30424831164135,0.364313137410668,0.578435928948988
0.303834283436965,0.362845781308952,0.573601103214639
0.303466897865605,0.361476808374678,0.568958584337121
0.303466897865605,0.361476808374678,0.568958584337121
0.306645727494461,0.363907985658109,0.569033531642292
0.305244634364548,0.361532626099883,0.56327526858409
0.304409070313365,0.372919217455165,0.558372614385017
0.30381627910079,0.358352796637604,0.553896921215646
0.303357850869151,0.35708687732368,0.54970078156342
0.302985507537799,0.35594462391837,0.545716063211713
0.302985507537799,0.35594462391837,0.545716063211713
0.305732820513468,0.358135850380545,0.545703843635372
0.305732820513468,0.358135850380545,0.545703843635372
0.307074568974542,0.358867630169338,0.543999701724193
0.307074568974542,0.358867630169338,0.543999701724193
0.307927394588591,0.359108772870629,0.541762036418001
0.306329864147825,0.356781045299305,0.536616376617083
0.305336585605954,0.355117084392609,0.532301866422579
0.304625887828336,0.353774985584689,0.528416772666185
0.304625887828336,0.353774985584689,0.528416772666185
0.306626525532006,0.355324965080629,0.527861854151214
0.305383656031327,0.353461162055909,0.523489246175012
0.304615239003119,0.352118912297971,0.519761422516812
0.304061067413522,0.351021726235282,0.516360784599816
0.303630346336601,0.350072547421336,0.513174532440819
0.303630346336601,0.350072547421336,0.513174532440819
0.305715248132045,0.341164092462075,0.51299556189545
0.304665245309942,0.339992337824143,0.509204991444143
0.304030562499111,0.350637622697947,0.505962695500942
0.303578652340166,0.35197946927977,0.502992289189734
0.30322995603198,0.34741404108144,0.500197695339258
0.30322995603198,0.34741404108144,0.500197695339258
0.305225770322903,0.349121452673607,0.500140760292078
0.305225770322903,0.349121452673607,0.500140760292078
0.305225770322903,0.349121452673607,0.500140760292078
0.307606953969048,0.351249168383101,0.500548646875582
0.306187838308502,0.349365045291824,0.496677593587443
0.305316195230851,0.348071785246973,0.493482266616167
0.305316195230851,0.348071785246973,0.493482266616167
0.306620393126857,0.349092941410717,0.492787051425765
0.305551551473336,0.347611909232641,0.489464964166675
0.304879849968331,0.346561192714932,0.486636572474005
0.304392085725975,0.346502073394979,0.484058753333182
0.30401206691158,0.344991232320278,0.481643550570796
0.30370372120979,0.344352374074588,0.479348577471122
0.30370372120979,0.344352374074588,0.479348577471122
0.30541279203453,0.345756422853071,0.479317590501861
0.304589354571788,0.344382304369673,0.476526980306017
0.304092866055554,0.343347540522591,0.474134818866116
0.303739561562941,0.342468952437406,0.471936133345836
0.303466866061013,0.341683826582546,0.469860327623235
0.30324646060481,0.340963519120274,0.467874869419642
0.30324646060481,0.340963519120274,0.467874869419642
0.30324646060481,0.340963519120274,0.467874869419642
0.30324646060481,0.340963519120274,0.467874869419642
0.307270115904533,0.34447329135797,0.470512568105027
0.306069956657017,0.342803616248847,0.467522520751034
0.305335581392803,0.341608325572798,0.465069029622657
0.304819542202214,0.340641097744296,0.462882277510185
0.304429084270493,0.339809362853985,0.460860439447195
0.304119847397734,0.339068663241661,0.458954349995767
0.303867333079824,0.338394296737831,0.457136501738571
0.303656640837629,0.337771115762029,0.455389880124811
0.30347805278085,0.337189138400515,0.453703154621663
0.303324885795417,0.336641413084798,0.452068336696002
0.303192347881203,0.336122881240035,0.450479531074551
0.303192347881203,0.336122881240035,0.450479531074551
0.304753090252131,0.337295522480404,0.450694368881531
0.304149489100828,0.336325399851598,0.44865405018984
0.303801120451003,0.335533437505277,0.446905329769025
0.303561117418271,0.334799807627158,0.44529258488846
0.303380307238144,0.334132730361587,0.443763297097706
0.303236891966104,0.333511257534131,0.442293875192913
0.303119427959851,0.332924249898051,0.440871689201286
0.303021178424384,0.332365033731702,0.439489105380714
0.30293783424255,0.331829244015946,0.438141077076174
0.302866460387565,0.331313827101197,0.436824029976742
0.302804957303156,0.330816530590476,0.435535291515111
0.302751763186378,0.330335621159145,0.434272774956178
0.302751763186378,0.330335621159145,0.434272774956178
