"bound","FDP_bar","m"
"FREEDMAN",0.932095823573556,100
"FREEDMAN",0.585107283947227,100
"FREEDMAN",0.612692317764328,100
"FREEDMAN",0.825939834125662,100
"FREEDMAN",0.426167179196048,100
"FREEDMAN",0.610970327282953,100
"FREEDMAN",0.600358183664494,100
"FREEDMAN",0.929336828449812,100
"FREEDMAN",0.725266741689145,100
"FREEDMAN",0.676749248296681,100
"FREEDMAN",0.832347333503825,100
"FREEDMAN",0.583414995796164,100
"FREEDMAN",0.788028857484869,100
"FREEDMAN",0.708383036805863,100
"FREEDMAN",0.539761721668703,100
"FREEDMAN",0.564812781311124,100
"FREEDMAN",0.759453221307025,100
"FREEDMAN",0.469473677429977,100
"FREEDMAN",0.572567186088962,100
"FREEDMAN",0.885911137235737,100
"FREEDMAN",0.674409165636693,100
"FREEDMAN",0.564147322198646,100
"FREEDMAN",0.728522651694876,100
"FREEDMAN",0.518802076243353,100
"FREEDMAN",0.602124856286955,100
"FREEDMAN",0.965339848336534,100
"FREEDMAN",0.491241352739695,100
"FREEDMAN",0.53878106291395,100
"FREEDMAN",0.51968336310796,100
"FREEDMAN",0.654705419384686,100
"FREEDMAN",0.56128106291395,100
"FREEDMAN",0.51837408964858,100
"FREEDMAN",0.463966755167794,100
"FREEDMAN",0.522161319837723,100
"FREEDMAN",0.493336416858192,100
"FREEDMAN",0.549447784929708,100
"FREEDMAN",0.844429889361267,100
"FREEDMAN",0.602124856286955,100
"FREEDMAN",0.67449831231898,100
"FREEDMAN",0.835848274264914,100
"FREEDMAN",0.618727592533094,100
"FREEDMAN",0.736842093208848,100
"FREEDMAN",0.576778717308199,100
"FREEDMAN",0.55930961985203,100
"FREEDMAN",0.919323909842488,100
"FREEDMAN",0.652788225244186,100
"FREEDMAN",0.434772420624725,100
"FREEDMAN",0.468841048738775,100
"FREEDMAN",0.648993396141394,100
"FREEDMAN",0.541186298535783,100
"FREEDMAN",0.946196202736643,100
"FREEDMAN",0.402531504639524,100
"FREEDMAN",0.740025128015962,100
"FREEDMAN",0.785032434796607,100
"FREEDMAN",0.3820807502922,100
"FREEDMAN",0.649469462759849,100
"FREEDMAN",0.611208153559866,100
"FREEDMAN",0.760157883887963,100
"FREEDMAN",0.618030380411549,100
"FREEDMAN",0.6359411861479,100
"FREEDMAN",0.729515932343751,100
