"k_hat","r_hat","m"
7,0,10
10,3,10
8,0,10
8,1,10
10,3,10
10,2,10
10,2,10
10,1,10
10,0,10
10,2,10
5,0,10
8,1,10
10,1,10
10,1,10
10,2,10
10,2,10
10,1,10
7,0,10
9,0,10
8,1,10
10,2,10
9,1,10
9,0,10
10,3,10
10,2,10
4,0,10
8,0,10
10,0,10
10,0,10
8,1,10
7,0,10
10,2,10
10,4,10
10,1,10
10,1,10
10,2,10
6,1,10
4,1,10
9,1,10
10,2,10
5,1,10
10,1,10
6,0,10
7,0,10
9,1,10
10,1,10
8,0,10
10,2,10
10,2,10
10,1,10
10,0,10
8,1,10
10,2,10
10,3,10
7,1,10
8,1,10
9,1,10
6,1,10
10,2,10
10,2,10
10,2,10
10,1,10
10,3,10
10,2,10
5,0,10
10,2,10
10,3,10
8,0,10
9,1,10
10,1,10
10,0,10
10,2,10
10,2,10
10,1,10
8,0,10
10,2,10
7,0,10
10,0,10
10,1,10
10,4,10
6,0,10
7,1,10
6,1,10
10,1,10
10,1,10
9,0,10
9,1,10
10,2,10
10,2,10
10,1,10
10,2,10
8,0,10
10,2,10
10,2,10
10,2,10
4,0,10
10,1,10
10,2,10
10,5,10
10,0,10
100,14,100
100,17,100
100,18,100
100,10,100
100,8,100
100,14,100
100,9,100
100,15,100
100,9,100
100,9,100
100,14,100
100,17,100
100,15,100
100,11,100
100,11,100
100,9,100
100,13,100
100,10,100
100,11,100
100,13,100
100,17,100
100,15,100
100,11,100
100,15,100
100,11,100
100,17,100
100,9,100
100,20,100
100,15,100
100,15,100
100,11,100
100,13,100
100,15,100
100,16,100
100,13,100
100,8,100
100,10,100
100,9,100
100,18,100
100,14,100
100,16,100
100,20,100
100,12,100
100,7,100
100,10,100
100,14,100
100,12,100
100,19,100
100,9,100
100,10,100
100,22,100
100,12,100
100,12,100
100,12,100
100,11,100
100,19,100
100,17,100
100,12,100
100,14,100
100,10,100
100,8,100
100,16,100
100,12,100
100,16,100
100,12,100
100,18,100
100,17,100
100,10,100
100,10,100
100,13,100
100,19,100
100,16,100
100,12,100
100,17,100
100,15,100
100,12,100
100,9,100
100,17,100
100,9,100
100,14,100
100,15,100
100,15,100
100,12,100
100,17,100
100,15,100
100,12,100
100,12,100
100,14,100
100,14,100
100,13,100
100,13,100
100,8,100
100,10,100
100,11,100
73,5,100
100,11,100
100,15,100
100,15,100
100,10,100
100,11,100
1000,127,1000
1000,136,1000
1000,122,1000
1000,125,1000
1000,125,1000
1000,113,1000
1000,145,1000
1000,100,1000
1000,122,1000
1000,118,1000
1000,133,1000
1000,134,1000
1000,111,1000
1000,122,1000
1000,115,1000
1000,140,1000
1000,121,1000
1000,128,1000
1000,117,1000
1000,141,1000
1000,138,1000
1000,124,1000
1000,133,1000
1000,113,1000
1000,140,1000
1000,123,1000
1000,132,1000
1000,110,1000
1000,125,1000
1000,99,1000
1000,133,1000
1000,150,1000
1000,135,1000
1000,117,1000
1000,118,1000
1000,103,1000
1000,122,1000
1000,127,1000
1000,125,1000
1000,133,1000
1000,147,1000
1000,132,1000
1000,120,1000
1000,138,1000
1000,145,1000
1000,122,1000
1000,111,1000
1000,116,1000
1000,134,1000
1000,129,1000
1000,115,1000
1000,123,1000
1000,125,1000
1000,143,1000
1000,116,1000
1000,132,1000
1000,139,1000
1000,116,1000
1000,132,1000
1000,121,1000
1000,121,1000
1000,147,1000
1000,142,1000
1000,125,1000
1000,134,1000
1000,131,1000
1000,140,1000
1000,127,1000
1000,110,1000
1000,127,1000
1000,122,1000
1000,134,1000
1000,109,1000
1000,137,1000
1000,123,1000
1000,130,1000
1000,137,1000
1000,113,1000
1000,132,1000
1000,132,1000
1000,125,1000
1000,128,1000
1000,130,1000
1000,110,1000
1000,132,1000
1000,129,1000
1000,133,1000
1000,144,1000
1000,124,1000
1000,125,1000
1000,133,1000
1000,137,1000
1000,142,1000
1000,121,1000
1000,112,1000
1000,139,1000
1000,116,1000
1000,129,1000
1000,122,1000
1000,126,1000
10000,1309,10000
10000,1278,10000
10000,1334,10000
10000,1278,10000
10000,1299,10000
10000,1252,10000
10000,1285,10000
10000,1257,10000
10000,1296,10000
10000,1252,10000
10000,1274,10000
10000,1219,10000
10000,1304,10000
10000,1237,10000
10000,1291,10000
10000,1276,10000
10000,1340,10000
10000,1270,10000
10000,1288,10000
10000,1265,10000
10000,1363,10000
10000,1334,10000
10000,1276,10000
10000,1275,10000
10000,1309,10000
10000,1283,10000
10000,1265,10000
10000,1319,10000
10000,1290,10000
10000,1248,10000
10000,1249,10000
10000,1311,10000
10000,1287,10000
10000,1287,10000
10000,1323,10000
10000,1316,10000
10000,1282,10000
10000,1297,10000
10000,1300,10000
10000,1267,10000
10000,1278,10000
10000,1289,10000
10000,1228,10000
10000,1303,10000
10000,1262,10000
10000,1271,10000
10000,1291,10000
10000,1280,10000
10000,1268,10000
10000,1271,10000
10000,1281,10000
10000,1292,10000
10000,1266,10000
10000,1260,10000
10000,1327,10000
10000,1340,10000
10000,1226,10000
10000,1331,10000
10000,1378,10000
10000,1300,10000
10000,1229,10000
10000,1256,10000
10000,1312,10000
10000,1252,10000
10000,1309,10000
10000,1265,10000
10000,1252,10000
10000,1284,10000
10000,1276,10000
10000,1258,10000
10000,1304,10000
10000,1297,10000
10000,1271,10000
10000,1312,10000
10000,1255,10000
10000,1291,10000
10000,1272,10000
10000,1299,10000
10000,1261,10000
10000,1259,10000
10000,1235,10000
10000,1305,10000
10000,1242,10000
10000,1288,10000
10000,1260,10000
10000,1244,10000
10000,1216,10000
10000,1320,10000
10000,1283,10000
10000,1297,10000
10000,1338,10000
10000,1285,10000
10000,1264,10000
10000,1242,10000
10000,1329,10000
10000,1271,10000
10000,1267,10000
10000,1268,10000
10000,1201,10000
10000,1273,10000
7,0,10
10,3,10
8,0,10
8,1,10
10,3,10
10,2,10
10,2,10
10,1,10
10,0,10
10,2,10
5,0,10
8,1,10
10,1,10
10,1,10
10,2,10
10,2,10
10,1,10
7,0,10
9,0,10
8,1,10
10,2,10
9,1,10
9,0,10
10,3,10
10,2,10
4,0,10
8,0,10
10,0,10
10,0,10
8,1,10
7,0,10
10,2,10
10,4,10
10,1,10
10,1,10
10,2,10
6,1,10
4,1,10
9,1,10
10,2,10
5,1,10
10,1,10
6,0,10
7,0,10
9,1,10
10,1,10
