"k_hat","r_hat","m"
6,0,10
10,2,10
10,1,10
8,0,10
6,0,10
10,0,10
9,0,10
10,0,10
7,0,10
10,2,10
10,2,10
10,1,10
10,0,10
6,0,10
8,0,10
10,1,10
9,0,10
8,1,10
4,0,10
10,1,10
10,1,10
10,0,10
7,1,10
5,0,10
7,0,10
10,0,10
7,1,10
10,1,10
10,0,10
10,2,10
9,0,10
10,0,10
10,1,10
10,1,10
10,1,10
10,0,10
9,0,10
10,0,10
10,1,10
7,1,10
8,0,10
10,2,10
10,1,10
10,1,10
10,1,10
10,0,10
10,1,10
9,1,10
6,0,10
10,0,10
10,0,10
10,1,10
10,0,10
6,1,10
10,2,10
7,0,10
4,0,10
4,0,10
10,2,10
10,0,10
8,1,10
10,2,10
8,0,10
10,2,10
10,0,10
3,0,10
10,0,10
8,0,10
10,0,10
7,0,10
10,0,10
10,1,10
10,0,10
9,1,10
9,1,10
10,0,10
10,1,10
9,0,10
6,0,10
9,1,10
10,0,10
10,1,10
10,1,10
10,3,10
10,0,10
10,1,10
10,0,10
6,0,10
6,0,10
10,2,10
5,0,10
8,0,10
10,1,10
10,0,10
10,0,10
10,0,10
10,0,10
10,0,10
10,1,10
6,0,10
77,5,100
99,7,100
100,11,100
26,0,100
67,5,100
100,9,100
100,8,100
100,7,100
100,8,100
10,1,100
100,7,100
63,3,100
56,3,100
100,9,100
91,5,100
100,8,100
63,4,100
11,0,100
100,9,100
65,4,100
75,5,100
60,5,100
88,7,100
86,5,100
100,10,100
89,7,100
53,4,100
30,2,100
64,6,100
100,10,100
88,6,100
76,4,100
72,3,100
100,8,100
88,5,100
100,9,100
78,5,100
91,6,100
87,6,100
54,3,100
79,5,100
89,6,100
80,5,100
70,5,100
100,8,100
60,4,100
99,6,100
100,11,100
100,9,100
75,6,100
19,0,100
34,2,100
76,4,100
73,5,100
38,2,100
60,3,100
100,8,100
45,3,100
17,1,100
100,7,100
100,7,100
72,5,100
99,7,100
100,9,100
100,8,100
96,7,100
97,6,100
100,12,100
88,6,100
11,1,100
100,8,100
76,5,100
90,6,100
44,2,100
48,3,100
100,8,100
53,3,100
61,5,100
72,5,100
33,2,100
58,4,100
100,9,100
100,7,100
100,8,100
69,5,100
88,6,100
49,3,100
100,7,100
89,6,100
100,8,100
18,1,100
64,4,100
53,3,100
37,2,100
51,4,100
19,0,100
52,3,100
100,10,100
100,8,100
100,7,100
1000,74,1000
1000,62,1000
971,64,1000
914,61,1000
951,62,1000
750,43,1000
940,64,1000
787,48,1000
949,57,1000
1000,64,1000
914,59,1000
841,51,1000
1000,68,1000
1000,63,1000
695,40,1000
789,48,1000
997,69,1000
836,53,1000
770,47,1000
890,54,1000
861,51,1000
995,62,1000
551,27,1000
945,61,1000
1000,67,1000
1000,64,1000
892,56,1000
839,57,1000
843,54,1000
944,59,1000
724,44,1000
1000,75,1000
1000,66,1000
958,62,1000
982,64,1000
863,50,1000
1000,72,1000
1000,67,1000
874,59,1000
974,63,1000
964,63,1000
831,49,1000
815,50,1000
661,42,1000
996,67,1000
874,56,1000
1000,65,1000
960,56,1000
762,47,1000
760,47,1000
981,62,1000
882,57,1000
964,58,1000
861,51,1000
728,45,1000
829,56,1000
1000,74,1000
985,63,1000
859,54,1000
1000,70,1000
986,62,1000
990,66,1000
950,61,1000
792,48,1000
705,41,1000
699,43,1000
897,57,1000
876,56,1000
807,55,1000
939,59,1000
937,57,1000
798,52,1000
913,57,1000
924,55,1000
1000,70,1000
872,54,1000
859,53,1000
878,53,1000
951,58,1000
852,53,1000
763,47,1000
879,57,1000
895,53,1000
908,60,1000
847,55,1000
922,59,1000
862,52,1000
861,53,1000
1000,63,1000
838,53,1000
962,65,1000
998,65,1000
651,34,1000
989,62,1000
852,49,1000
816,51,1000
921,59,1000
851,50,1000
878,54,1000
1000,67,1000
8643,539,10000
8804,547,10000
8570,537,10000
8689,535,10000
9414,618,10000
8709,551,10000
8864,561,10000
8977,564,10000
8724,547,10000
8858,559,10000
8940,564,10000
8454,532,10000
8931,554,10000
9546,603,10000
9628,614,10000
8405,522,10000
9078,560,10000
9417,603,10000
8707,536,10000
8553,537,10000
9168,570,10000
8918,552,10000
10000,645,10000
8608,531,10000
8335,522,10000
8558,540,10000
9474,605,10000
9182,585,10000
8666,524,10000
8923,548,10000
8785,548,10000
8634,533,10000
9251,586,10000
9154,581,10000
9274,572,10000
9114,575,10000
9396,600,10000
8984,560,10000
8638,534,10000
9509,615,10000
9286,584,10000
9017,571,10000
8735,543,10000
8668,552,10000
9108,583,10000
8677,529,10000
9869,638,10000
8313,499,10000
9112,571,10000
8855,566,10000
9123,574,10000
9503,600,10000
9075,570,10000
9145,581,10000
9038,574,10000
8654,547,10000
9659,618,10000
9850,634,10000
8438,524,10000
9218,590,10000
9858,646,10000
9220,576,10000
8844,553,10000
8785,560,10000
9177,581,10000
8665,552,10000
9118,567,10000
8986,569,10000
8777,552,10000
9494,609,10000
9917,629,10000
9061,567,10000
9356,590,10000
9024,570,10000
9504,589,10000
9286,592,10000
9687,605,10000
9316,591,10000
9334,591,10000
9210,582,10000
9475,593,10000
8933,563,10000
8895,565,10000
8994,550,10000
9997,635,10000
9733,627,10000
9090,581,10000
9122,582,10000
9315,591,10000
8385,509,10000
9265,589,10000
9200,576,10000
9147,580,10000
9578,612,10000
9388,582,10000
9200,585,10000
8160,498,10000
8689,540,10000
8687,548,10000
9488,600,10000
6,0,10
10,2,10
10,1,10
8,0,10
6,0,10
10,0,10
9,0,10
10,0,10
7,0,10
10,2,10
10,2,10
10,1,10
10,0,10
6,0,10
8,0,10
10,1,10
9,0,10
8,1,10
4,0,10
10,1,10
10,1,10
10,0,10
7,1,10
5,0,10
7,0,10
10,0,10
7,1,10
