"k_hat","r_hat","m"
7,0,10
8,0,10
7,1,10
7,1,10
7,0,10
10,0,10
10,0,10
10,1,10
10,0,10
10,1,10
10,0,10
8,0,10
10,0,10
7,0,10
10,0,10
8,0,10
9,0,10
10,1,10
10,2,10
10,0,10
5,0,10
10,0,10
4,0,10
10,2,10
10,2,10
10,1,10
10,1,10
10,1,10
5,0,10
9,1,10
9,0,10
6,0,10
7,0,10
10,0,10
10,0,10
10,0,10
10,1,10
10,1,10
10,0,10
7,0,10
10,0,10
7,0,10
10,1,10
4,0,10
6,0,10
6,1,10
10,0,10
10,2,10
10,0,10
5,0,10
10,0,10
10,0,10
10,0,10
9,1,10
7,1,10
10,1,10
10,2,10
10,1,10
8,0,10
10,2,10
7,0,10
10,1,10
6,0,10
10,0,10
9,0,10
10,1,10
9,0,10
7,0,10
9,0,10
10,1,10
9,0,10
10,2,10
10,1,10
10,1,10
6,0,10
10,1,10
8,0,10
9,0,10
9,0,10
7,0,10
10,0,10
6,0,10
10,0,10
3,0,10
8,1,10
10,0,10
10,0,10
10,0,10
10,0,10
8,0,10
10,0,10
8,0,10
7,0,10
10,1,10
10,1,10
9,0,10
10,0,10
10,1,10
10,0,10
10,1,10
10,0,10
9,0,10
6,0,10
10,0,10
6,0,10
10,1,10
7,1,10
10,0,10
10,0,10
10,2,10
10,0,10
10,0,10
10,0,10
8,0,10
10,1,10
10,1,10
10,2,10
9,0,10
10,3,10
10,1,10
10,1,10
8,0,10
10,3,10
10,1,10
7,0,10
10,1,10
10,2,10
9,0,10
10,0,10
10,0,10
7,0,10
9,0,10
10,0,10
8,1,10
10,0,10
8,1,10
7,0,10
9,0,10
10,1,10
10,0,10
4,0,10
7,0,10
10,1,10
10,2,10
6,0,10
10,1,10
10,0,10
10,0,10
7,0,10
10,0,10
10,1,10
10,0,10
10,2,10
10,0,10
10,2,10
10,0,10
10,1,10
10,2,10
10,0,10
10,2,10
8,0,10
9,1,10
7,1,10
9,0,10
10,0,10
10,0,10
5,0,10
6,0,10
10,1,10
10,2,10
10,0,10
10,1,10
6,0,10
10,1,10
10,0,10
10,1,10
10,0,10
10,0,10
10,0,10
10,1,10
10,2,10
10,0,10
10,0,10
10,1,10
10,0,10
8,0,10
10,0,10
8,1,10
10,0,10
10,0,10
6,0,10
10,0,10
10,2,10
8,0,10
10,0,10
8,1,10
7,0,10
10,1,10
6,0,10
8,0,10
10,0,10
10,1,10
7,0,10
6,1,10
10,1,10
10,0,10
5,0,10
10,2,10
10,1,10
10,0,10
5,1,10
10,0,10
10,1,10
8,1,10
10,0,10
4,0,10
5,0,10
7,0,10
6,1,10
7,0,10
8,0,10
9,0,10
10,0,10
10,0,10
10,2,10
9,1,10
10,0,10
6,0,10
10,0,10
9,0,10
10,0,10
9,0,10
10,1,10
10,0,10
10,0,10
7,0,10
10,0,10
10,2,10
10,1,10
10,1,10
10,0,10
10,2,10
10,0,10
10,1,10
10,2,10
8,1,10
5,1,10
7,1,10
10,0,10
9,0,10
7,0,10
10,0,10
10,0,10
10,3,10
10,0,10
10,1,10
10,0,10
10,0,10
10,0,10
10,1,10
8,0,10
10,1,10
10,1,10
9,0,10
6,0,10
10,0,10
10,1,10
8,1,10
10,0,10
8,0,10
10,0,10
6,0,10
10,0,10
9,1,10
6,0,10
10,2,10
10,1,10
8,1,10
10,0,10
10,0,10
10,3,10
10,0,10
10,3,10
7,0,10
8,1,10
10,0,10
9,1,10
9,0,10
9,0,10
9,0,10
8,0,10
8,1,10
10,1,10
10,0,10
10,1,10
7,0,10
10,0,10
10,1,10
10,0,10
10,2,10
7,0,10
10,0,10
10,2,10
10,0,10
10,0,10
8,0,10
7,1,10
10,0,10
10,0,10
10,0,10
10,0,10
10,0,10
6,0,10
10,1,10
10,3,10
10,2,10
5,0,10
10,2,10
10,0,10
10,0,10
10,1,10
9,0,10
8,0,10
7,0,10
10,0,10
10,1,10
8,0,10
7,0,10
10,1,10
7,1,10
10,0,10
10,2,10
10,1,10
10,1,10
10,1,10
10,1,10
10,0,10
9,0,10
9,0,10
10,0,10
10,0,10
10,0,10
9,0,10
7,0,10
10,0,10
10,2,10
5,0,10
7,0,10
10,0,10
10,1,10
10,0,10
10,2,10
10,0,10
10,0,10
10,0,10
10,1,10
5,0,10
10,1,10
9,0,10
10,2,10
8,0,10
8,1,10
10,1,10
6,0,10
10,1,10
10,0,10
9,0,10
10,0,10
10,1,10
10,0,10
10,1,10
7,0,10
10,0,10
10,0,10
10,0,10
10,1,10
9,1,10
8,0,10
10,0,10
10,0,10
10,2,10
10,0,10
9,0,10
9,0,10
10,0,10
8,0,10
8,0,10
8,0,10
10,0,10
10,0,10
7,0,10
10,0,10
10,0,10
9,1,10
10,0,10
10,0,10
10,1,10
10,0,10
10,0,10
8,1,10
10,2,10
10,1,10
7,1,10
10,0,10
9,0,10
6,0,10
9,0,10
10,1,10
10,0,10
10,0,10
10,0,10
7,0,10
10,0,10
10,2,10
7,0,10
7,0,10
10,0,10
10,0,10
10,1,10
10,2,10
10,1,10
5,0,10
8,1,10
10,0,10
10,0,10
10,0,10
10,1,10
9,0,10
9,0,10
10,0,10
10,1,10
6,0,10
10,2,10
10,1,10
10,1,10
10,2,10
3,0,10
10,0,10
8,0,10
5,1,10
9,0,10
10,0,10
10,1,10
9,0,10
8,0,10
5,1,10
6,1,10
10,0,10
9,0,10
7,0,10
10,0,10
10,0,10
10,0,10
10,1,10
7,1,10
5,0,10
10,0,10
10,0,10
10,2,10
10,2,10
10,1,10
8,1,10
10,1,10
10,1,10
10,1,10
10,1,10
10,0,10
9,1,10
8,0,10
7,0,10
9,0,10
9,0,10
10,0,10
8,0,10
10,0,10
10,0,10
5,0,10
10,0,10
9,0,10
10,1,10
10,0,10
9,0,10
8,0,10
7,1,10
6,0,10
10,2,10
10,0,10
7,0,10
8,0,10
10,1,10
10,0,10
7,0,10
10,0,10
6,1,10
10,0,10
7,0,10
7,0,10
5,0,10
6,0,10
10,1,10
10,0,10
10,0,10
10,0,10
5,0,10
10,0,10
10,1,10
10,1,10
10,0,10
8,0,10
10,1,10
10,1,10
5,0,10
10,2,10
10,2,10
8,0,10
10,1,10
10,2,10
10,0,10
10,1,10
8,0,10
10,1,10
6,0,10
10,0,10
10,2,10
8,1,10
10,2,10
10,3,10
5,0,10
10,2,10
6,0,10
6,0,10
10,0,10
10,1,10
10,0,10
10,0,10
10,3,10
10,0,10
10,0,10
6,1,10
10,0,10
10,0,10
10,1,10
8,1,10
10,0,10
10,1,10
10,1,10
8,0,10
10,1,10
6,0,10
8,0,10
7,1,10
10,0,10
7,0,10
10,0,10
10,2,10
10,0,10
9,1,10
8,0,10
10,0,10
10,0,10
10,1,10
6,1,10
10,0,10
8,1,10
10,0,10
7,0,10
10,0,10
8,0,10
6,0,10
10,3,10
9,1,10
10,0,10
10,1,10
10,0,10
10,1,10
10,2,10
9,0,10
10,3,10
6,0,10
7,0,10
10,1,10
8,0,10
10,0,10
10,0,10
10,1,10
5,1,10
10,2,10
9,0,10
8,1,10
10,0,10
5,0,10
8,1,10
8,0,10
10,0,10
10,1,10
10,0,10
10,0,10
8,1,10
10,0,10
8,0,10
10,1,10
10,1,10
10,1,10
10,2,10
10,0,10
10,1,10
10,0,10
8,0,10
8,0,10
8,1,10
10,0,10
10,1,10
10,1,10
10,0,10
10,3,10
7,0,10
10,0,10
10,1,10
10,1,10
9,1,10
8,0,10
7,0,10
10,1,10
10,0,10
7,0,10
10,0,10
8,0,10
10,1,10
6,0,10
10,0,10
7,1,10
9,0,10
8,0,10
7,1,10
9,0,10
10,1,10
6,0,10
10,1,10
8,1,10
8,1,10
10,1,10
10,2,10
10,0,10
6,0,10
10,1,10
10,1,10
6,0,10
10,1,10
8,0,10
10,0,10
5,0,10
10,0,10
9,0,10
8,0,10
10,0,10
10,0,10
6,0,10
10,2,10
5,0,10
9,0,10
9,0,10
10,0,10
10,2,10
8,1,10
9,0,10
8,0,10
6,0,10
8,1,10
10,0,10
10,0,10
10,0,10
10,0,10
10,0,10
10,1,10
10,0,10
6,0,10
5,0,10
10,2,10
10,1,10
10,2,10
10,1,10
9,0,10
5,0,10
10,1,10
7,0,10
7,1,10
10,1,10
10,0,10
7,1,10
10,0,10
5,0,10
7,0,10
5,0,10
10,0,10
10,0,10
10,0,10
10,1,10
6,1,10
10,2,10
10,0,10
10,2,10
10,1,10
10,2,10
9,0,10
10,0,10
9,1,10
10,0,10
8,0,10
7,0,10
7,0,10
8,0,10
6,0,10
6,0,10
10,1,10
10,0,10
10,0,10
8,1,10
6,0,10
10,1,10
10,0,10
8,0,10
10,1,10
7,1,10
10,1,10
10,1,10
10,0,10
10,0,10
10,1,10
10,1,10
7,1,10
9,0,10
10,1,10
5,0,10
8,0,10
10,1,10
10,1,10
10,0,10
7,0,10
9,1,10
10,2,10
9,0,10
10,0,10
10,1,10
10,2,10
10,2,10
4,0,10
9,1,10
6,0,10
10,1,10
10,2,10
10,1,10
9,0,10
5,0,10
10,0,10
9,0,10
10,2,10
10,4,10
10,0,10
7,1,10
7,0,10
6,0,10
8,1,10
8,1,10
6,0,10
6,0,10
10,0,10
9,0,10
6,0,10
10,1,10
9,0,10
10,0,10
9,0,10
10,0,10
10,0,10
9,0,10
10,0,10
6,0,10
6,0,10
10,1,10
5,0,10
10,0,10
7,0,10
10,1,10
10,1,10
10,2,10
9,0,10
7,0,10
10,0,10
10,0,10
10,1,10
10,0,10
8,0,10
9,0,10
6,1,10
10,1,10
8,1,10
9,0,10
10,0,10
10,2,10
10,1,10
7,0,10
10,0,10
10,3,10
10,0,10
8,1,10
10,0,10
10,3,10
10,1,10
10,0,10
10,1,10
10,1,10
10,0,10
10,1,10
10,2,10
8,1,10
10,1,10
10,0,10
10,0,10
10,1,10
10,1,10
10,2,10
10,0,10
10,0,10
10,0,10
8,0,10
10,2,10
9,0,10
7,0,10
10,2,10
10,0,10
8,0,10
10,1,10
6,1,10
10,1,10
10,3,10
10,0,10
5,0,10
10,1,10
6,0,10
9,0,10
8,0,10
10,0,10
9,1,10
7,0,10
8,1,10
10,0,10
10,0,10
4,0,10
8,0,10
10,0,10
10,1,10
10,0,10
10,0,10
9,1,10
10,0,10
9,1,10
10,1,10
9,0,10
10,2,10
10,2,10
5,0,10
10,1,10
8,1,10
4,0,10
10,1,10
8,0,10
10,0,10
10,0,10
10,3,10
10,1,10
5,1,10
8,0,10
10,1,10
6,0,10
10,2,10
10,1,10
10,1,10
10,0,10
10,0,10
7,0,10
10,0,10
10,1,10
7,1,10
10,0,10
10,2,10
8,1,10
8,0,10
10,0,10
6,1,10
8,0,10
10,3,10
9,0,10
10,1,10
10,2,10
10,1,10
7,0,10
8,1,10
8,1,10
10,1,10
8,0,10
8,0,10
10,0,10
10,0,10
10,0,10
10,0,10
6,0,10
9,1,10
10,1,10
9,0,10
9,1,10
9,0,10
10,0,10
10,1,10
10,0,10
9,1,10
10,2,10
10,1,10
10,1,10
7,0,10
9,1,10
5,0,10
10,0,10
7,0,10
10,0,10
10,1,10
10,0,10
9,0,10
9,1,10
9,1,10
10,1,10
10,1,10
4,1,10
7,0,10
10,0,10
5,1,10
10,2,10
6,0,10
7,0,10
10,0,10
9,0,10
9,0,10
9,0,10
10,1,10
7,0,10
9,0,10
5,1,10
6,0,10
10,1,10
6,0,10
10,0,10
10,0,10
8,0,10
10,0,10
9,0,10
7,0,10
5,0,10
10,0,10
10,2,10
10,2,10
10,0,10
8,0,10
10,0,10
10,0,10
10,1,10
10,0,10
10,0,10
6,1,10
6,1,10
10,0,10
10,0,10
9,0,10
10,0,10
6,1,10
10,2,10
8,0,10
9,1,10
5,0,10
9,0,10
10,1,10
10,1,10
10,1,10
8,0,10
4,0,10
10,1,10
5,0,10
10,0,10
6,0,10
10,2,10
6,0,10
9,0,10
10,1,10
10,1,10
7,0,10
10,2,10
10,2,10
9,0,10
10,0,10
7,0,10
10,0,10
8,0,10
37,2,100
68,5,100
86,6,100
59,4,100
13,0,100
16,0,100
84,6,100
65,4,100
79,4,100
10,0,100
63,3,100
70,4,100
45,2,100
46,3,100
9,0,100
87,5,100
74,6,100
94,5,100
59,3,100
54,3,100
76,5,100
96,5,100
86,7,100
100,8,100
92,5,100
100,6,100
100,8,100
93,6,100
100,7,100
100,8,100
100,11,100
100,7,100
60,4,100
20,0,100
38,2,100
100,9,100
46,3,100
100,8,100
44,3,100
77,5,100
65,4,100
13,0,100
98,6,100
56,3,100
94,5,100
31,2,100
84,5,100
25,1,100
100,14,100
65,4,100
77,5,100
100,7,100
66,4,100
92,6,100
100,8,100
100,7,100
65,3,100
96,6,100
30,0,100
100,9,100
83,7,100
100,12,100
90,5,100
23,1,100
78,4,100
95,6,100
77,5,100
77,5,100
67,4,100
99,7,100
100,10,100
100,8,100
80,5,100
100,9,100
87,6,100
100,8,100
70,3,100
100,8,100
100,10,100
48,3,100
100,8,100
36,2,100
100,10,100
100,10,100
54,4,100
81,6,100
84,5,100
21,1,100
100,7,100
14,0,100
87,6,100
100,7,100
100,11,100
89,6,100
80,6,100
90,6,100
100,10,100
100,9,100
94,7,100
18,0,100
100,10,100
100,12,100
100,8,100
87,5,100
14,0,100
53,3,100
97,6,100
69,4,100
51,3,100
100,6,100
12,0,100
100,10,100
65,4,100
100,8,100
100,8,100
77,5,100
100,9,100
68,3,100
92,5,100
31,2,100
100,8,100
58,3,100
13,0,100
100,8,100
100,9,100
100,11,100
100,8,100
100,8,100
100,7,100
19,1,100
93,6,100
92,6,100
91,6,100
56,3,100
100,8,100
100,9,100
100,9,100
99,6,100
10,0,100
36,3,100
72,4,100
100,9,100
13,0,100
100,9,100
70,5,100
17,1,100
48,2,100
93,6,100
99,6,100
100,8,100
41,2,100
74,4,100
24,1,100
78,6,100
63,4,100
83,5,100
95,7,100
100,9,100
29,2,100
37,2,100
83,5,100
63,3,100
92,6,100
100,5,100
100,8,100
13,0,100
25,2,100
100,6,100
53,4,100
100,8,100
65,4,100
100,8,100
18,0,100
100,7,100
41,2,100
100,10,100
49,3,100
69,5,100
74,5,100
66,3,100
100,12,100
28,2,100
100,7,100
72,6,100
67,3,100
73,4,100
95,7,100
18,1,100
100,11,100
72,6,100
32,2,100
88,6,100
55,3,100
100,8,100
100,8,100
100,11,100
54,3,100
79,5,100
73,5,100
54,4,100
44,3,100
59,4,100
99,7,100
100,10,100
66,4,100
100,9,100
81,5,100
100,9,100
100,7,100
68,5,100
27,2,100
73,4,100
44,3,100
100,8,100
100,10,100
80,5,100
42,3,100
75,4,100
94,7,100
40,3,100
52,3,100
78,5,100
65,6,100
74,4,100
100,7,100
41,2,100
100,9,100
27,1,100
18,1,100
73,5,100
70,5,100
75,5,100
64,4,100
100,8,100
79,5,100
38,2,100
48,3,100
96,6,100
