"bound","FDP_bar","alpha"
"KR",0.629077174709258,0.15
"KR",0.565708621453132,0.15
"KR",0.582147912896795,0.15
"KR",0.531363817460288,0.15
"KR",0.672866243214232,0.15
"KR",0.661433409008959,0.15
"KR",0.549252421770108,0.15
"KR",0.672866243214232,0.15
"KR",0.644959661238052,0.15
"KR",0.634071875284789,0.15
"KR",0.786255104620575,0.2
"KR",0.789060763589186,0.2
"KR",0.812403246251347,0.2
"KR",0.631802616954653,0.2
"KR",0.727694558076924,0.2
"KR",0.767195045576781,0.2
"KR",0.704151110112967,0.2
"KR",0.819889751405562,0.2
"KR",0.736981077695251,0.2
"KR",0.69415232073074,0.2
"KR-U",0.299490421091689,0.15
"KR-U",0.272286995891954,0.15
"KR-U",0.376337298171939,0.15
"KR-U",0.265044023106566,0.15
"KR-U",0.279849691615849,0.15
"KR-U",0.290913167981402,0.15
"KR-U",0.325390479891129,0.15
"KR-U",0.320509642228867,0.15
"KR-U",0.309457585600285,0.15
"KR-U",0.277621414473365,0.15
"KR-U",0.349689738281542,0.2
"KR-U",0.336745744739616,0.2
"KR-U",0.341024150512883,0.2
"KR-U",0.321804256212121,0.2
"KR-U",0.345537189138386,0.2
"KR-U",0.341247161711692,0.2
"KR-U",0.343362002287982,0.2
"KR-U",0.374235574570417,0.2
"KR-U",0.346504199157266,0.2
"KR-U",0.330114537715087,0.2
"KJI-A",0.305232558139535,0.15
"KJI-A",0.262396694214876,0.15
"KJI-A",0.361111111111111,0.15
"KJI-A",0.264227642276423,0.15
"KJI-A",0.31875,0.15
"KJI-A",0.28992628992629,0.15
"KJI-A",0.341772151898734,0.15
"KJI-A",0.3,0.15
"KJI-A",0.296666666666667,0.15
"KJI-A",0.304703476482618,0.15
"KJI-A",0.448351648351648,0.2
"KJI-A",0.433106575963719,0.2
"KJI-A",0.536687631027254,0.2
"KJI-A",0.362903225806452,0.2
"KJI-A",0.398720682302772,0.2
"KJI-A",0.416494845360825,0.2
"KJI-A",0.367139959432049,0.2
"KJI-A",0.358433734939759,0.2
"KJI-A",0.399168399168399,0.2
"KJI-A",0.36039603960396,0.2
"KJI-B",0.299418604651163,0.15
"KJI-B",0.266528925619835,0.15
"KJI-B",0.381944444444444,0.15
"KJI-B",0.258130081300813,0.15
"KJI-B",0.35625,0.15
"KJI-B",0.282555282555283,0.15
"KJI-B",0.341772151898734,0.15
"KJI-B",0.332142857142857,0.15
"KJI-B",0.34,0.15
"KJI-B",0.353783231083845,0.15
"KJI-B",0.47032967032967,0.2
"KJI-B",0.453514739229025,0.2
"KJI-B",0.559748427672956,0.2
"KJI-B",0.399193548387097,0.2
"KJI-B",0.4136460554371,0.2
"KJI-B",0.455670103092783,0.2
"KJI-B",0.385395537525355,0.2
"KJI-B",0.391566265060241,0.2
"KJI-B",0.444906444906445,0.2
"KJI-B",0.40990099009901,0.2
"KJI-C",0.331395348837209,0.15
"KJI-C",0.320247933884298,0.15
"KJI-C",0.347222222222222,0.15
"KJI-C",0.304878048780488,0.15
"KJI-C",0.4375,0.15
"KJI-C",0.395577395577396,0.15
"KJI-C",0.312236286919831,0.15
"KJI-C",0.407142857142857,0.15
"KJI-C",0.38,0.15
"KJI-C",0.423312883435583,0.15
"KJI-C",0.503296703296703,0.2
"KJI-C",0.535147392290249,0.2
"KJI-C",0.616352201257862,0.2
"KJI-C",0.431451612903226,0.2
"KJI-C",0.464818763326226,0.2
"KJI-C",0.523711340206186,0.2
"KJI-C",0.503042596348884,0.2
"KJI-C",0.436746987951807,0.2
"KJI-C",0.492723492723493,0.2
"KJI-C",0.477227722772277,0.2
"KJI-D",0.325581395348837,0.15
"KJI-D",0.25,0.15
"KJI-D",0.347222222222222,0.15
"KJI-D",0.25,0.15
"KJI-D",0.33125,0.15
"KJI-D",0.275184275184275,0.15
"KJI-D",0.286919831223629,0.15
"KJI-D",0.4,0.15
"KJI-D",0.373333333333333,0.15
"KJI-D",0.294478527607362,0.15
"KJI-D",0.446153846153846,0.2
"KJI-D",0.417233560090703,0.2
"KJI-D",0.530398322851153,0.2
"KJI-D",0.391129032258065,0.2
"KJI-D",0.383795309168444,0.2
"KJI-D",0.406185567010309,0.2
"KJI-D",0.369168356997972,0.2
"KJI-D",0.370481927710843,0.2
"KJI-D",0.413721413721414,0.2
"KJI-D",0.376237623762376,0.2
