"bound","pi_hat","m"
"DKW",0.441377032781213,10
"DKW",0.754821160275613,10
"DKW",0.568555591321771,10
"DKW",0.911904501637564,10
"DKW",1,10
"DKW",0.40693670287027,10
"DKW",0.572972150337542,10
"DKW",0.677513553343753,10
"DKW",0.428344159081481,10
"DKW",0.762245214101604,10
"DKW",0.893845988993142,10
"DKW",0.477719617971597,10
"DKW",0.754328735430279,10
"DKW",0.951920962430065,10
"DKW",0.650267212769225,10
"DKW",0.866376417673572,10
"DKW",0.764681431971163,10
"DKW",0.392681984725747,10
"DKW",0.56284636630844,10
"DKW",0.663819918104723,10
"DKW",1,10
"DKW",0.754865320744568,10
"DKW",1,10
"DKW",0.907399766440543,10
"DKW",1,10
"DKW",0.593701506204749,10
"DKW",1,10
"DKW",0.847852892092078,10
"DKW",0.577605442231923,10
"DKW",1,10
"DKW",0.782572693646928,10
"DKW",1,10
"DKW",0.603532323700051,10
"DKW",1,10
"DKW",0.980500656473949,10
"DKW",1,10
"DKW",1,10
"DKW",0.86909927249252,10
"DKW",0.675342530620109,10
"DKW",0.884393643366693,10
"DKW",1,10
"DKW",1,10
"DKW",0.89197659422375,10
"DKW",1,10
"DKW",0.175451813288125,10
"DKW",0.387874830456127,10
"DKW",0.489680866494667,10
"DKW",0.500545396807251,10
"DKW",0.30745346069456,10
"DKW",1,10
"DKW",1,10
"DKW",0.620950224489771,10
"DKW",1,10
"DKW",0.636319400362551,10
"DKW",0.607868156038951,10
"DKW",0.689500121097894,10
"DKW",0.687292171570946,10
"DKW",0.54697754354902,10
"DKW",1,10
"DKW",1,10
"DKW",0.458362072873415,10
"DKW",0.359127518142287,10
"DKW",0.838528886314344,10
"DKW",0.893985756112071,10
"DKW",0.766460075497505,10
"DKW",0.488506810904736,10
"DKW",1,10
"DKW",0.668960593640209,10
"DKW",0.932446241766505,10
"DKW",0.175519343443278,10
"DKW",1,10
"DKW",0.369020937432505,10
"DKW",1,10
"DKW",0.951101289825672,10
"DKW",0.788638480844023,10
"DKW",0.595542792461539,10
"DKW",1,10
"DKW",1,10
"DKW",0.564351370267658,10
"DKW",0.701183420282279,10
"DKW",0.587079816910905,10
"DKW",0.244219488740175,10
"DKW",0.895622162860115,10
"DKW",0.907303275123267,10
"DKW",0.823169098412516,10
"DKW",0.743550076915477,10
"DKW",0.908910529240918,10
"DKW",1,10
"DKW",0.782335369399658,10
"DKW",1,10
"DKW",0.874510949773551,10
"DKW",0.788422367478675,10
"DKW",0.607608542946609,10
"DKW",1,10
"DKW",1,10
"DKW",0.654548934832926,10
"DKW",1,10
"DKW",0.761893348833234,10
"DKW",0.823668390952582,10
"DKW",0.526429667172541,10
"DKW",1,10
"DKW",0.175178139213959,10
"DKW",0.133458416844156,10
"DKW",0.577404061353574,10
"DKW",0.757858498950891,10
"DKW",0.63010537035049,10
"DKW",0.958147919622829,10
"DKW",0.991723375867965,10
"DKW",0.616055357098617,10
"DKW",0.981312979050436,10
"DKW",0.635116087472037,10
"DKW",0.441137265950921,10
"DKW",0.949107214487002,10
"DKW",0.646954424063432,10
"DKW",0.780031623355988,10
"DKW",0.686535143648517,10
"DKW",1,10
"DKW",0.503925617158764,10
"DKW",0.406913801580968,10
"DKW",0.911209587402405,10
"DKW",0.73738381341063,10
"DKW",0.854418341900087,10
"DKW",0.402696996108981,10
"DKW",0.482124337600093,10
"DKW",0.713905741091834,10
"DKW",0.942454389606941,10
"DKW",1,10
"DKW",0.961427039616656,10
"DKW",0.654515835127343,10
"DKW",0.521983043052933,10
"DKW",1,10
"DKW",0.575411649284732,10
"DKW",0.24778894097181,10
"DKW",0.99104133809129,10
"DKW",0.565924204078547,10
"DKW",0.740294228376391,10
"DKW",1,10
"DKW",0.708959115199906,10
"DKW",0.674771997089683,10
"DKW",0.205063382946944,10
"DKW",0.794877486631137,10
"DKW",0.618873261103336,10
"DKW",1,10
"DKW",1,10
"DKW",0.986181835577411,10
"DKW",0.699505342701264,10
"DKW",0.715210362854415,10
"DKW",0.618151503191896,10
"DKW",0.85824166145219,10
"DKW",0.968180969269725,10
"DKW",0.528491875302791,10
"DKW",0.850603456689456,10
"DKW",1,10
"DKW",0.787547652847936,10
"DKW",0.761969030766434,10
"DKW",0.619227364937039,10
"DKW",0.38943996893483,10
"DKW",0.755305952476407,10
"DKW",0.704141624194976,10
"DKW",0.919569967937557,10
"DKW",0.621576684129875,10
"DKW",0.887636158766823,10
"DKW",0.744565791735719,10
"DKW",0.831082417563177,10
"DKW",0.6860801223659,10
"DKW",0.653367612005841,10
"DKW",0.72411762690443,10
"DKW",0.659938592608495,10
"DKW",0.761969724243316,10
"DKW",0.824967857386019,10
"DKW",0.68004751154303,10
"DKW",0.739204010836796,10
"DKW",0.804768559623806,10
"DKW",0.904893507014219,10
"DKW",0.557034782531986,10
"DKW",0.839849203232681,10
"DKW",0.204901796255991,10
"DKW",0.660531659453069,10
"DKW",0.766794494148067,10
"DKW",0.792883896527256,10
"DKW",0.517717219532735,10
"DKW",0.63609433526926,10
"DKW",1,10
"DKW",0.650211679138105,10
"DKW",0.75336064941292,10
"DKW",0.815608687465206,10
"DKW",0.741728059123416,10
"DKW",0.916014446257763,10
"DKW",0.723690053687823,10
"DKW",0.902038462732265,10
"DKW",0.571315750678627,10
"DKW",0.582085441305168,10
"DKW",1,10
"DKW",1,10
"DKW",0.675974587431253,10
"DKW",1,10
"DKW",0.72262145100116,10
"DKW",0.436084717781499,10
"DKW",0.770883192464022,10
"DKW",0.420922148240545,10
"DKW",0.558629118216915,10
"DKW",0.78718825480864,10
"DKW",0.582215809905922,10
"DKW",0.842228615374197,10
"DKW",0.73107580493531,10
"DKW",0.933984376276693,10
"DKW",1,10
"DKW",1,10
"DKW",1,10
"DKW",1,10
"DKW",0.212735590224393,10
"DKW",0.191865010769153,10
"DKW",0.659786053973461,10
"DKW",0.605763213644119,10
"DKW",0.590085662027345,10
"DKW",0.336580237706819,10
"DKW",0.382347241703616,10
"DKW",0.991180523346104,10
"DKW",0.750104722522959,10
"DKW",0.876766210710376,10
"DKW",0.887537247213139,10
"DKW",0.983649744585201,10
"DKW",0.528787946236806,10
"DKW",0.471054147907586,10
"DKW",0.879596534867322,10
"DKW",0.525043099622347,10
"DKW",1,10
"DKW",0.456282148922616,10
"DKW",1,10
"DKW",0.926901799190119,10
"DKW",0.820827455610133,10
"DKW",0.658205896526287,10
"DKW",0.618640431417186,10
"DKW",0.781224431893224,10
"DKW",1,10
"DKW",0.757304491799125,10
"DKW",1,10
"DKW",1,10
"DKW",0.702391105712782,10
"DKW",0.818484499634455,10
"DKW",0.922339855530999,10
"DKW",0.677198964867314,10
"DKW",0.992839567747698,10
"DKW",0.477865183226992,10
"DKW",0.694512387619739,10
"DKW",0.385777375488086,10
"DKW",1,10
"DKW",0.297578778000997,10
"DKW",0.410313940095081,10
"DKW",1,10
"DKW",0.941688896721012,10
"DKW",0.93170210633435,10
"DKW",0.582615180172983,10
"DKW",1,10
"DKW",0.677361988094408,10
"DKW",0.91188553721036,10
"DKW",0.661678766685426,10
"DKW",0.370705755441384,10
"DKW",0.464860292331043,10
"DKW",0.866513053150342,10
"DKW",1,10
"DKW",0.42818636142211,10
"DKW",0.558323359568759,10
"DKW",0.883876027270556,10
"DKW",1,10
"DKW",0.530171225331689,10
"DKW",0.979997085798116,10
"DKW",0.918008526978205,10
"DKW",0.798301704229214,10
"DKW",0.587185095669276,10
"DKW",0.89440958333875,10
"DKW",0.412591181281617,10
"DKW",0.994741127909306,10
"DKW",1,10
"DKW",0.905543085189173,10
"DKW",0.587043859460231,10
"DKW",0.433462471132,10
"DKW",0.544262073645872,10
"DKW",0.665070536285909,10
"DKW",0.984044079134108,10
"DKW",0.354766053620327,10
"DKW",0.782526367086861,10
"DKW",0.681533639142005,10
"DKW",0.624730348759831,10
"DKW",0.915058142046622,10
"DKW",0.247955939472872,10
"DKW",0.948318090870277,10
"DKW",0.99872551997922,10
"DKW",0.873110443551206,10
"DKW",0.633670109793093,10
"DKW",0.678443441374129,10
"DKW",0.380340287611179,10
"DKW",0.732353047995459,10
"DKW",0.483237826115049,10
"DKW",1,10
"DKW",0.713052708227362,10
"DKW",0.932902440671183,10
"DKW",0.988513073100272,10
"DKW",0.7258792556074,10
"DKW",0.78240829871028,10
"DKW",0.433403290090665,10
"DKW",1,10
"DKW",0.234663236161333,10
"DKW",0.859078933298943,10
"DKW",0.362580643011589,10
"DKW",0.564244430875248,10
"DKW",0.25328497502066,10
"DKW",0.836778306726243,10
"DKW",1,10
"DKW",0.781852084203082,10
"DKW",0.706008226816805,10
"DKW",0.9799994073855,10
"DKW",0.504658937598961,10
"DKW",0.51602704362459,10
"DKW",0.405426043413888,10
"DKW",0.287932534951066,10
"DKW",0.705755381207937,10
"DKW",0.509913883499887,10
"DKW",0.813856935484898,10
"DKW",0.44592429346036,10
"DKW",0.501302929733153,10
"DKW",0.597410892965368,10
"DKW",0.897191813932301,10
"DKW",0.589298790432115,10
"DKW",1,10
"DKW",0.891217087278275,10
"DKW",0.778643089600972,10
"DKW",0.413317275995785,10
"DKW",0.640361848931431,10
"DKW",0.602992472588235,10
"DKW",0.597454521264388,10
"DKW",0.666187583496633,10
"DKW",0.678720629054333,10
"DKW",0.687128587206248,10
"DKW",0.752261831629823,10
"DKW",0.94531288920727,10
"DKW",0.712830553301417,10
"DKW",0.422663282458598,10
"DKW",0.477250614362372,10
"DKW",0.697278702863099,10
"DKW",1,10
"DKW",1,10
"DKW",0.865534512945183,10
"DKW",0.687234661864679,10
"DKW",0.801244081725031,10
"DKW",0.460056000916597,10
"DKW",0.822743970326493,10
"DKW",0.630953487832029,10
"DKW",1,10
"DKW",1,10
"DKW",0.570621623443686,10
"DKW",0.51475352795444,10
"DKW",0.730920921037082,10
"DKW",0.423404000598446,10
"DKW",0.350009904956952,10
"DKW",0.873030107234779,10
"DKW",0.677182263159744,10
"DKW",0.430153642234576,10
"DKW",1,10
"DKW",0.628974099086621,10
"DKW",0.996227135539505,10
"DKW",0.661337112450814,10
"DKW",0.607164108937859,10
"DKW",0.909045966917692,10
"DKW",1,10
"DKW",0.468316634814954,10
"DKW",0.882138438792762,10
"DKW",0.766940391624324,10
"DKW",0.921630746007167,10
"DKW",0.792507194428052,10
"DKW",0.60818876084126,10
"DKW",1,10
"DKW",0.758125885604906,10
"DKW",0.851417962771993,10
"DKW",0.591382783666315,10
"DKW",0.784544226853185,10
"DKW",0.9400946574795,10
"DKW",0.757499773251977,10
"DKW",0.917487349897611,10
"DKW",0.25805285630692,10
"DKW",1,10
"DKW",0.775742851213471,10
"DKW",0.679008581205292,10
"DKW",1,10
"DKW",0.795828658961757,10
"DKW",0.270902134408701,10
"DKW",0.599153338910343,10
"DKW",0.519024593891249,10
"DKW",0.647054249780755,10
"DKW",1,10
"DKW",0.821271849653985,10
"DKW",0.163077690372149,10
"DKW",0.6189400418407,10
"DKW",0.991766541062036,10
"DKW",0.750244156432061,10
"DKW",0.705351169424306,10
"DKW",0.566790421239427,10
"DKW",1,10
"DKW",0.492822735900165,10
"DKW",1,10
"DKW",0.520953550397283,10
"DKW",0.180243090641691,10
"DKW",0.841146052493638,10
"DKW",0.435962275477033,10
"DKW",0.568352689507845,10
"DKW",0.781368535740996,10
"DKW",0.417005562784269,10
"DKW",0.735106455813405,10
"DKW",0.943932231937968,10
"DKW",0.299242127699279,10
"DKW",0.66643994476281,10
"DKW",1,10
"DKW",0.637208903090718,10
"DKW",0.47528460810312,10
"DKW",0.772744762428874,10
"DKW",0.546594547242111,10
"DKW",0.590684160347459,10
"DKW",0.170684779363406,10
"DKW",0.739375943067856,10
"DKW",0.77559244413979,10
"DKW",0.920308015757922,10
"DKW",1,10
"DKW",0.30787053959642,10
"DKW",1,10
"DKW",0.546909720299404,10
"DKW",0.959381001589281,10
"DKW",0.647160150030413,10
"DKW",0.25789909780548,10
"DKW",1,10
"DKW",1,10
"DKW",0.790057372735511,10
"DKW",0.569471899499998,10
"DKW",1,10
"DKW",1,10
"DKW",0.406004087141586,10
"DKW",0.272975804009581,10
"DKW",0.709886695859516,10
"DKW",0.88086334170996,10
"DKW",0.982861658234659,10
"DKW",0.819657487104749,10
"DKW",0.405369475037704,10
"DKW",0.767819134010463,10
"DKW",0.750137584552107,10
"DKW",0.589067892380159,10
"DKW",0.630109663690747,10
"DKW",0.774508337306959,10
"DKW",0.518872636651171,10
"DKW",0.25621192373887,10
"DKW",0.852725190803504,10
"DKW",0.347163844813987,10
"DKW",0.797453571316143,10
"DKW",0.731884956117481,10
"DKW",0.632829277736143,10
"DKW",0.673499452485486,10
"DKW",0.305524024366404,10
"DKW",0.683328381010116,10
"DKW",0.990003447102687,10
"DKW",0.629250554235104,10
"DKW",0.963234944781841,10
"DKW",0.964837750327079,10
"DKW",0.764208541346158,10
"DKW",0.552683463682775,10
"DKW",0.746266275314619,10
"DKW",0.661127722894042,10
"DKW",0.600125249415816,10
"DKW",0.901052969889544,10
"DKW",0.759730878554469,10
"DKW",1,10
"DKW",0.688375270085462,10
"DKW",0.34039970992851,10
"DKW",0.619459310318691,10
"DKW",0.940958640392271,10
"DKW",0.250110864143143,10
"DKW",0.804503649407898,10
"DKW",0.90137084487019,10
"DKW",0.935504359741823,10
"DKW",0.569498398860865,10
"DKW",0.741454770578,10
"DKW",0.953393683564366,10
"DKW",1,10
"DKW",0.878049402480314,10
"DKW",0.666343692384589,10
"DKW",0.977793407177667,10
"DKW",0.668563860397135,10
"DKW",0.740397563631357,10
"DKW",0.580107636680287,10
"DKW",0.865816345556564,10
"DKW",0.572758753306298,10
"DKW",0.681188550875698,10
"DKW",0.603249154374651,10
"DKW",0.831531261658681,10
"DKW",1,10
"DKW",0.57319950296044,10
"DKW",0.479056818590649,10
"DKW",1,10
"DKW",0.350140651008925,10
"DKW",1,10
"DKW",0.336353920926324,10
"DKW",1,10
"DKW",0.988942447176716,10
"DKW",0.880752097648709,10
"DKW",0.747659048294283,10
"DKW",0.755106039016005,10
"DKW",0.653819723578163,10
"DKW",0.276002830724126,10
"DKW",0.774763082501426,10
"DKW",0.734212946687503,10
"DKW",0.861276943819512,10
"DKW",0.765346970274973,10
"DKW",0.535327789247916,10
"DKW",0.41028631597455,10
"DKW",0.86596746762165,10
"DKW",0.235982460577717,10
"DKW",0.621668350044547,10
"DKW",0.764518898755265,10
"DKW",0.873234985250629,10
"DKW",1,10
"DKW",0.93239792175642,10
"DKW",0.742392429760322,10
"DKW",0.800443788777226,10
"DKW",1,10
"DKW",0.938510334717642,10
"DKW",0.569824116252653,10
"DKW",0.453372742551734,10
"DKW",0.510272234275502,10
"DKW",0.496248548770881,10
"DKW",0.399772715836313,10
"DKW",0.799365393642585,10
"DKW",0.695487258208963,10
"DKW",0.772838066800286,10
"DKW",0.794960626328567,10
"DKW",0.806062748955404,10
"DKW",0.73768060881881,10
"DKW",0.86903178412619,10
"DKW",0.730781123746592,10
"DKW",0.726736278611102,10
"DKW",0.758431013744821,10
"DKW",0.840166125260249,10
"DKW",0.978016541122144,10
"DKW",1,10
"DKW",1,10
"DKW",0.516331601020436,10
"DKW",0.300906250216448,10
"DKW",0.914573385032194,10
"DKW",0.833900129935249,10
"DKW",1,10
"DKW",0.669646455993045,10
"DKW",0.637319406989813,10
"DKW",0.680639273773875,10
"DKW",0.394507246875511,10
"DKW",0.73620463700696,10
"DKW",0.989112709192205,10
"DKW",0.280647441310506,10
"DKW",1,10
"DKW",0.622391560837619,10
"DKW",1,10
"DKW",1,10
"DKW",0.855592281650604,10
"DKW",0.510637321642974,10
"DKW",0.910717058304975,10
"DKW",0.946519174666423,10
"DKW",0.516211118159103,10
"DKW",0.844714219562597,10
"DKW",1,10
"DKW",0.600420692922611,10
"DKW",0.482768732859479,10
"DKW",0.552247601662055,10
"DKW",0.492103040660519,10
"DKW",0.952384985554917,10
"DKW",0.787867490972966,10
"DKW",0.944211761444511,10
"DKW",0.473655153263281,10
"DKW",0.89721412718536,10
"DKW",0.968031089108583,10
"DKW",0.565914753111088,10
"DKW",0.887130035463022,10
"DKW",0.802240085285823,10
"DKW",0.844496524308563,10
"DKW",0.929456719032305,10
"DKW",0.937097910211888,10
"DKW",1,10
"DKW",0.558222856102574,10
"DKW",0.513052690935196,10
"DKW",0.806577888354131,10
"DKW",0.941101919333898,10
"DKW",0.489274157093001,10
"DKW",0.913896838080819,10
"DKW",1,10
"DKW",0.644879173662428,10
"DKW",1,10
"DKW",0.55073473164481,10
"DKW",0.725520621915242,10
"DKW",0.971561792413118,10
"DKW",0.736672298063083,10
"DKW",0.740860640688665,10
"DKW",0.580252554139596,10
"DKW",0.517454873392358,10
"DKW",0.709618637531374,10
"DKW",0.767972749694821,10
"DKW",0.721672422378491,10
"DKW",0.830324150439359,10
"DKW",0.807804565107112,10
"DKW",0.932486425608563,10
"DKW",0.694701544313263,10
"DKW",0.356651449147993,10
"DKW",0.967151475331527,10
"DKW",1,10
"DKW",0.889937765619599,10
"DKW",0.829158524425485,10
"DKW",0.864353252440815,10
"DKW",0.928833292632696,10
"DKW",0.584291721000668,10
"DKW",0.912207633949781,10
"DKW",0.725900991030187,10
"DKW",0.742061626208052,10
"DKW",0.584676449780595,10
"DKW",1,10
"DKW",1,10
"DKW",1,10
"DKW",0.767523475094403,10
"DKW",0.963568782783794,10
"DKW",0.458774519130716,10
"DKW",0.76484698366216,10
"DKW",0.833244687921542,10
"DKW",0.788714485163369,10
"DKW",0.571539432604641,10
"DKW",0.828408539748422,10
"DKW",0.766436372400383,10
"DKW",1,10
"DKW",0.763101165237827,10
"DKW",0.152622644921407,10
"DKW",0.446952378915353,10
"DKW",0.573846492574846,10
"DKW",0.819800767112177,10
"DKW",0.500624830183414,10
"DKW",0.419176151780449,10
"DKW",0.474595046879489,10
"DKW",0.424779779497758,10
"DKW",0.976683242681145,10
"DKW",0.785470637281436,10
"DKW",0.865686370227174,10
"DKW",0.74489323972179,10
"DKW",0.88920889205936,10
"DKW",0.733436504794716,10
"DKW",0.936246072572254,10
"DKW",0.580798216109916,10
"DKW",0.994001654994826,10
"DKW",0.758017486553229,10
"DKW",0.788578246226771,10
"DKW",0.832323691232514,10
"DKW",0.851823178271315,10
"DKW",0.90262121208815,10
"DKW",0.220487258339022,10
"DKW",0.443744994825619,10
"DKW",1,10
"DKW",0.718200239512092,10
"DKW",0.721903703515266,10
"DKW",0.629131922889817,10
"DKW",0.913333634608157,10
"DKW",1,10
"DKW",0.711078115941045,10
"DKW",0.231780067689992,10
"DKW",0.831309850260795,10
"DKW",0.599874245804961,10
"DKW",0.419400977756789,10
"DKW",1,10
"DKW",0.718861500424176,10
"DKW",0.968356543783528,10
"DKW",0.448526395567716,10
"DKW",1,10
"DKW",1,10
"DKW",0.776650480750312,10
"DKW",0.767390328414433,10
"DKW",0.697974807584329,10
"DKW",0.203224686042851,10
"DKW",0.283003517301628,10
"DKW",0.924472417871105,10
"DKW",0.449998412370699,10
"DKW",0.423014680151289,10
"DKW",0.911054238540939,10
"DKW",0.749316335065472,10
"DKW",0.627764410328173,10
"DKW",1,10
"DKW",0.635212473694163,10
"DKW",0.64104486738921,10
"DKW",1,10
"DKW",0.947004858269325,10
"DKW",0.65303807650502,10
"DKW",1,10
"DKW",0.807826295978349,10
"DKW",0.925647438371842,10
"DKW",0.700831030162806,10
"DKW",0.231147214853215,10
"DKW",0.896640550599447,10
"DKW",0.60403526437331,10
"DKW",0.515790256529739,10
"DKW",0.183198779883257,10
"DKW",0.402343666175674,10
"DKW",0.577512570266996,10
"DKW",0.693396213181008,10
"DKW",0.555961140767977,10
"DKW",0.56763278317721,10
"DKW",1,10
"DKW",0.701501094138316,10
"DKW",0.735795709306134,10
"DKW",0.576974778714619,10
"DKW",0.459188691014905,10
"DKW",0.566693604635599,10
"DKW",0.981005520378078,10
"DKW",0.595091709417066,10
"DKW",0.789481978559077,10
"DKW",0.340657086838326,10
"DKW",0.536675779530963,10
"DKW",0.759923530574938,10
"DKW",0.983802986405631,10
"DKW",1,10
"DKW",0.786193390828821,10
"DKW",0.45027207618817,10
"DKW",0.41812753955302,10
"DKW",0.712382590135307,10
"DKW",0.346253798809586,10
"DKW",0.677453282523854,10
"DKW",1,10
"DKW",0.819625059910467,10
"DKW",0.985966964590765,10
"DKW",0.462853181212969,10
"DKW",0.798659326365589,10
"DKW",0.895511903915065,10
"DKW",0.902748506274392,10
"DKW",0.625718928596288,10
"DKW",1,10
"DKW",0.578844807665107,10
"DKW",1,10
"DKW",0.625048633382823,10
"DKW",0.393385106472836,10
"DKW",0.52588284446741,10
"DKW",0.740005396947417,10
"DKW",0.63620622239208,10
"DKW",0.626753491481353,10
"DKW",0.573247911875051,10
"DKW",0.671964596255635,10
"DKW",1,10
"DKW",0.675536686211906,10
"DKW",0.317611835363748,10
"DKW",0.783876870917552,10
"DKW",0.547868607754236,10
"DKW",1,10
"DKW",0.750825453495454,10
"DKW",0.764708947048201,10
"DKW",0.774752790034664,10
"DKW",1,10
"DKW",0.344208747083538,10
"DKW",0.739264048421883,10
"DKW",0.116271818033723,10
"DKW",0.510191811694341,10
"DKW",1,10
