"bound","pi_hat","m"
"DKW",0.858898192847215,10
"DKW",0.846612793501962,10
"DKW",0.216702869666811,10
"DKW",0.779625574991572,10
"DKW",0.919773035656068,10
"DKW",0.907860734873327,10
"DKW",0.40039774040059,10
"DKW",0.884185251648342,10
"DKW",0.273480372769864,10
"DKW",1,10
"DKW",1,10
"DKW",0.60401465331416,10
"DKW",0.714320456106831,10
"DKW",0.887559989762999,10
"DKW",0.55429153046003,10
"DKW",0.523960559428991,10
"DKW",0.735944489001727,10
"DKW",0.616762940362988,10
"DKW",0.908825188165569,10
"DKW",0.403990453569512,10
"DKW",0.924398404462399,10
"DKW",0.964172980074155,10
"DKW",1,10
"DKW",0.590025329526389,10
"DKW",0.68730418561856,10
"DKW",1,10
"DKW",0.873267125123803,10
"DKW",0.846771392275686,10
"DKW",0.985243220172671,10
"DKW",0.936462511200866,10
"DKW",1,10
"DKW",0.566282676962375,10
"DKW",0.925951748125049,10
"DKW",0.562319321353437,10
"DKW",0.429369198895662,10
"DKW",0.902741083437351,10
"DKW",0.843450028495542,10
"DKW",0.677442925401511,10
"DKW",0.691302923591781,10
"DKW",0.672676344853445,10
"DKW",0.988210826143227,10
"DKW",0.85961968765048,10
"DKW",0.782540551435493,10
"DKW",0.92148757634877,10
"DKW",0.530655084016208,10
"DKW",0.58128927685978,10
"DKW",0.353713970644456,10
"DKW",1,10
"DKW",0.604203279741825,10
"DKW",0.882899324404325,10
"DKW",0.792368316348983,10
"DKW",0.49069549866202,10
"DKW",0.571331406888072,10
"DKW",1,10
"DKW",0.353514362804739,10
"DKW",0.886244252590119,10
"DKW",1,10
"DKW",0.443818285289027,10
"DKW",0.957975798252159,10
"DKW",0.677054699985341,10
"DKW",0.88112584953969,10
"DKW",0.961347037803713,10
"DKW",0.923966738850478,10
"DKW",0.231358763430691,10
"DKW",0.747548120368763,10
"DKW",1,10
"DKW",0.46954178282943,10
"DKW",0.904083710072931,10
"DKW",0.600953770860524,10
"DKW",0.997466440620732,10
"DKW",0.865710385532995,10
"DKW",0.988869685488586,10
"DKW",0.574679634233725,10
"DKW",0.990079548163595,10
"DKW",0.8615508721218,10
"DKW",0.889035963737918,10
"DKW",0.435429823134602,10
"DKW",0.638742271799205,10
"DKW",0.471309946598089,10
"DKW",0.195823913812069,10
"DKW",0.243577244897427,10
"DKW",0.792793460886429,10
"DKW",0.159511050996761,10
"DKW",0.791184369910194,10
"DKW",0.909450887373008,10
"DKW",0.38823816114853,10
"DKW",0.992424889797205,10
"DKW",1,10
"DKW",0.585055434988943,10
"DKW",0.892251482806962,10
"DKW",1,10
"DKW",0.854548354408412,10
"DKW",0.548743563153346,10
"DKW",0.818406521919597,10
"DKW",0.561307862637326,10
"DKW",0.679916113470486,10
"DKW",1,10
"DKW",1,10
"DKW",0.694520399641491,10
"DKW",0.398194981048032,10
"DKW",0.976600608673179,10
"DKW",0.60123530025561,10
"DKW",0.45424373511547,10
"DKW",0.458367278422416,10
"DKW",0.395487103839277,10
"DKW",0.824182592580874,10
"DKW",1,10
"DKW",0.453200008529776,10
"DKW",1,10
"DKW",0.951021791606883,10
"DKW",0.728539415486362,10
"DKW",1,10
"DKW",1,10
"DKW",1,10
"DKW",0.191104720888982,10
"DKW",0.822884209021718,10
"DKW",0.295294379170553,10
"DKW",1,10
"DKW",1,10
"DKW",0.479080379941161,10
"DKW",0.932396597538859,10
"DKW",0.753765154227333,10
"DKW",0.250947294142316,10
"DKW",0.718655489396976,10
"DKW",0.489442371067861,10
"DKW",0.412292907525763,10
"DKW",0.747054019991658,10
"DKW",0.592033303247393,10
"DKW",0.633231929031391,10
"DKW",0.867134416391401,10
"DKW",0.8888047712333,10
"DKW",0.330359059994875,10
"DKW",0.904113786852831,10
